Language,SourceWord,TargetWord,SourceWordSyl,TargetWordSyl,SourceSyllable,TargetSyllable,SourceWordSyl Lenght,TargetWordSyl Lenght,PositionSource, PositionTarget,Simple PositionSource,Simple PositionTarget,Previous Source,Next Source,Previous Target,Next Target,Process,TargetOrthography,Translation,Reference,Notes
Kannur,ɾivəɾ,ʁibɐjɾu,ɾi'vəɾ,ʁiˈbɐj'ɾu,vəɾ,bɐj,2,3,2,2,Final,Final,ɾi,,ʁi,ɾu,,ribeiro,river,Clements2012[37-41],English origin
Kannur,ɾivəɾ,ʁibɐjɾu,ɾi'vəɾ,ʁiˈbɐj'ɾu,,ɾu,2,3,,3,#N/A,Initial,vəɾ,,bɐj,3,,ribeiro,river,Clements2012[37-41],English origin
Kannur,kamiɲə,kɐmiɲu,ka'mi'ɲə,kɐˈmi'ɲu,ka,kɐ,3,3,1,1,Initial,Final,0,mi,0,mi,,caminho,road,Clements2012[37-41],
Kannur,kamiɲə,kɐmiɲu,ka'mi'ɲə,kɐˈmi'ɲu,mi,mi,3,3,2,2,Medial,Initial,ka,ɲə,kɐ,ɲu,,caminho,road,Clements2012[37-41],
Kannur,kamiɲə,kɐmiɲu,ka'mi'ɲə,kɐˈmi'ɲu,ɲə,ɲu,3,3,3,3,Final,Final,mi,3,mi,3,,caminho,road,Clements2012[37-41],
Kannur,ɾoot,ʁɐiʃ,ɾoot,ʁɐˈiʃ,ɾoot,ʁɐ,1,2,1,1,Final,Medial,0,,0,iʃ,,raiz,root,Clements2012[37-41],English origin
Kannur,ɾoot,ʁɐiʃ,ɾoot,ʁɐˈiʃ,,iʃ,1,2,2,2,Medial,Initial,ɾoot,2,ʁɐ,2,,raiz,root,Clements2012[37-41],English origin
Kannur,kɔɾdə,kɔɾdɐ,kɔɾ'də,ˈkɔɾdɐ,kɔɾ,kɔɾ,2,2,1,1,Initial,Final,0,də,0,dɐ,,corda,rope,Clements2012[37-41],
Kannur,kɔɾdə,kɔɾdɐ,kɔɾ'də,ˈkɔɾdɐ,də,dɐ,2,2,2,2,Final,Initial,kɔɾ,2,kɔɾ,2,,corda,rope,Clements2012[37-41],
Kannur,apodɾə,podɾɨ,a'po'dɾə,ˈpodɾɨ,a,po,3,2,1,1,Initial,Final,0,po,0,-,Prothesis,podre,rotten,Clements2012[37-41],
Kannur,apodɾə,podɾɨ,a'po'dɾə,ˈpodɾɨ,po,-,3,2,2,,Medial,Initial,a,dɾə,po,dɾɨ,Prothesis,podre,rotten,Clements2012[37-41],
Kannur,apodɾə,podɾɨ,a'po'dɾə,ˈpodɾɨ,dɾə,dɾɨ,3,2,3,2,Final,Final,po,3,-,po.,Prothesis,podre,rotten,Clements2012[37-41],
Kannur,podɾid,podɾɨ,po'dɾi'd,ˈpodɾɨ,po,po.,3,2,1,1,Initial,Initial,0,dɾi,dɾɨ,-,Paragoge,podre,rotten,Clements2012[37-41],
Kannur,podɾid,podɾɨ,po'dɾi'd,ˈpodɾɨ,dɾi,-,3,2,2,,Medial,Final,po,d,po.,dɾɨ,Paragoge,podre,rotten,Clements2012[37-41],
Kannur,podɾid,podɾɨ,po'dɾi'd,ˈpodɾɨ,d,dɾɨ,3,2,3,2,Final,Final,dɾi,3,-,2,Paragoge,podre,rotten,Clements2012[37-41],
Kannur,ɾɛdondə,ʁɨdõdu,ɾɛ'don'də,ʁɨˈdõ'du,ɾɛ,ʁɨ,3,3,1,1,Initial,#N/A,0,don,0,dõ,,redondo,round,Clements2012[37-41],
Kannur,ɾɛdondə,ʁɨdõdu,ɾɛ'don'də,ʁɨˈdõ'du,don,dõ,3,3,2,2,Medial,Initial,ɾɛ,də,ʁɨ,du,,redondo,round,Clements2012[37-41],
Kannur,ɾɛdondə,ʁɨdõdu,ɾɛ'don'də,ʁɨˈdõ'du,də,du,3,3,3,3,Final,Final,don,3,dõ,3,,redondo,round,Clements2012[37-41],
Kannur,ɾub,ʃfɾɨgaɾ,ɾub,ʃ'fɾɨˈgaɾ,ɾub,ʃ,1,3,1,1,Final,Initial,0,,0,fɾɨ,,esfregar,rub,Clements2012[37-41],English origin
Kannur,ɾub,ʃfɾɨgaɾ,ɾub,ʃ'fɾɨˈgaɾ,,fɾɨ,1,3,,2,#N/A,Medial,ɾub,,ʃ,gaɾ,,esfregar,rub,Clements2012[37-41],English origin
Kannur,ɾub,ʃfɾɨgaɾ,ɾub,ʃ'fɾɨˈgaɾ,,gaɾ,1,3,,3,#N/A,Final,,,fɾɨ,3,,esfregar,rub,Clements2012[37-41],English origin
Kannur,sal,sal,sal,ˈsal,sal,sal,1,1,1,1,Final,Initial,0,1,0,1,,sal,salt,Clements2012[37-41],
Kannur,baʀə,ɐɾɐjɐ / baʁu,ba'ʀə,ɐˈɾɐjɐ / ba'ʁu,ba,ba,2,2,1,1,Initial,Final,0,ʀə,0,ʁu,,areia,sand,Clements2012[37-41],ba'ʁu was used for comparison
Kannur,baʀə,ɐɾɐjɐ / baʁu,ba'ʀə,ɐˈɾɐjɐ / ba'ʁu,ʀə,ʁu,2,2,2,2,Final,Initial,ba,2,ba,2,,areia,sand,Clements2012[37-41],ba'ʁu was used for comparison
Kannur,fala,fɐlaɾ,fa'la,fɐˈlaɾ,fa,fɐ,2,2,1,1,Initial,Final,0,la,0,laɾ,Apocope,falar,say,Clements2012[37-41],
Kannur,fala,fɐlaɾ,fa'la,fɐˈlaɾ,la,laɾ,2,2,2,2,Final,Initial,fa,2,fɐ,2,Apocope,falar,say,Clements2012[37-41],
Kannur,ɾaɲæ,aʁɐɲaɾ,ɾa'ɲæ,a'ʁɐˈɲaɾ,ɾa,a,2,3,1,1,Initial,Final,0,,0,ʁɐ,Apheresis + Apocope,arranhar,scratch,Clements2012[37-41],
Kannur,ɾaɲæ,aʁɐɲaɾ,ɾa'ɲæ,a'ʁɐˈɲaɾ,,ʁɐ,2,3,-,2,-,#N/A,ɾa,ɲæ,a,ɲaɾ,Apheresis + Apocope,arranhar,scratch,Clements2012[37-41],
Kannur,ɾaɲæ,aʁɐɲaɾ,ɾa'ɲæ,a'ʁɐˈɲaɾ,ɲæ,ɲaɾ,2,3,2,3,Final,#N/A,,2,ʁɐ,3,Apheresis + Apocope,arranhar,scratch,Clements2012[37-41],
Kannur,ɾaspɛ,ʁɐʃpaɾ,ɾas'pɛ,ʁɐʃˈpaɾ,ɾas,ʁɐʃ,2,2,1,1,Initial,Initial,0,pɛ,0,paɾ,Apocope,raspar,scratch,Clements2012[37-41],
Kannur,ɾaspɛ,ʁɐʃpaɾ,ɾas'pɛ,ʁɐʃˈpaɾ,pɛ,paɾ,2,2,2,2,Final,Final,ɾas,2,ʁɐʃ,2,Apocope,raspar,scratch,Clements2012[37-41],
Kannur,maɾə,maɾ,ma'ɾə,ˈmaɾ,ma,-,2,1,1,,Initial,Initial,0,ɾə,0,ˈmaɾ,Paragoge,mar,sea,Clements2012[37-41],
Kannur,maɾə,maɾ,ma'ɾə,ˈmaɾ,ɾə,ˈmaɾ,2,1,2,1,Final,Final,ma,2,-,1,Paragoge,mar,sea,Clements2012[37-41],
Kannur,paɾsɛ,pɐɾɨseɾ,paɾ'sɛ,pɐ'ɾɨˈseɾ,paɾ,pɐ,2,3,1,1,Initial,Initial,0,-,0,ɾɨ,Apocope,parecer,see,Clements2012[37-41],
Kannur,paɾsɛ,pɐɾɨseɾ,paɾ'sɛ,pɐ'ɾɨˈseɾ,-,ɾɨ,2,3,,2,-,Medial,paɾ,sɛ,pɐ,seɾ,Apocope,parecer,see,Clements2012[37-41],
Kannur,paɾsɛ,pɐɾɨseɾ,paɾ'sɛ,pɐ'ɾɨˈseɾ,sɛ,seɾ,2,3,2,3,Final,Final,-,2,ɾɨ,3,Apocope,parecer,see,Clements2012[37-41],
Kannur,fɾujtɛ,fɾutɐ,fɾuj'tɛ,ˈfɾutɐ,fɾuj,fɾu,2,2,1,1,Initial,Initial,0,tɛ,0,tɐ,,fruita,seed,Clements2012[37-41],
Kannur,fɾujtɛ,fɾutɐ,fɾuj'tɛ,ˈfɾutɐ,tɛ,tɐ,2,2,2,2,Final,Medial,fɾuj,2,fɾu,2,,fruita,seed,Clements2012[37-41],
Kannur,kuze,kuzeɾ,ku'ze,kuˈzeɾ,ku,ku,2,2,1,1,Initial,Final,0,ze,0,zeɾ,Apocope,coser,sew,Clements2012[37-41],
Kannur,kuze,kuzeɾ,ku'ze,kuˈzeɾ,ze,zeɾ,2,2,2,2,Final,Initial,ku,2,ku,2,Apocope,coser,sew,Clements2012[37-41],
Kannur,agud,ɐgudu,a'gud,ɐˈgudu,a,ɐ,2,2,1,1,Initial,Final,0,-,0,gu,Apocope,agudo,sharp,Clements2012[37-41],
Kannur,agud,ɐgudu,a'gud,ɐˈgudu,-,gu,2,2,,2,#N/A,Initial,a,gud,ɐ,du,Apocope,agudo,sharp,Clements2012[37-41],
Kannur,agud,ɐgudu,a'gud,ɐˈgudu,gud,du,2,2,2,3,Final,Final,-,2,gu,3,Apocope,agudo,sharp,Clements2012[37-41],
Kannur,kuɾtə,kuɾtu,kuɾ'tə,ˈkuɾtu,kuɾ,kuɾ,2,2,1,1,Initial,Initial,0,tə,0,tu,,curto,short,Clements2012[37-41],
Kannur,kuɾtə,kuɾtu,kuɾ'tə,ˈkuɾtu,tə,tu,2,2,2,2,Final,Medial,kuɾ,2,kuɾ,2,,curto,short,Clements2012[37-41],
Kannur,kantɛ,kɐ̃taɾ,kan'tɛ,kɐ̃ˈtaɾ,kan,kɐ̃,2,2,1,1,Initial,Final,0,tɛ,0,taɾ,Apocope,cantar,sing,Clements2012[37-41],
Kannur,kantɛ,kɐ̃taɾ,kan'tɛ,kɐ̃ˈtaɾ,tɛ,taɾ,2,2,2,2,Final,Initial,kan,2,kɐ̃,2,Apocope,cantar,sing,Clements2012[37-41],
Kannur,santɛ,sẽtaɾ,san'tɛ,sẽˈtaɾ,san,sẽ,2,2,1,1,Initial,Final,0,tɛ,0,taɾ,Apocope,sentar,sit,Clements2012[37-41],
Kannur,santɛ,sẽtaɾ,san'tɛ,sẽˈtaɾ,tɛ,taɾ,2,2,2,2,Final,Initial,san,2,sẽ,2,Apocope,sentar,sit,Clements2012[37-41],
Kannur,pæli,peɫɨ,pæ'li,ˈpeɫɨ,pæ,Pe,2,2,1,1,Initial,Final,0,li,0,ɫɨ,,pele,skin,Clements2012[37-41],
Kannur,pæli,peɫɨ,pæ'li,ˈpeɫɨ,li,ɫɨ,2,2,2,2,Final,Initial,pæ,2,Pe,2,,pele,skin,Clements2012[37-41],
Kannur,heaven,sɛw,he'aven,ˈsɛw,he,sɛw,2,1,1,1,Initial,Medial,0,aven,0,-,,,sky,Clements2012[37-41],English origin
Kannur,heaven,sɛw,he'aven,ˈsɛw,aven,-,2,1,2,,Final,Final,he,2,sɛw,,,,sky,Clements2012[37-41],English origin
Kannur,dɾumi,duɾmiɾ,dɾu'mi,duɾˈmiɾ,dɾu,duɾ,2,2,1,1,Initial,Initial,0,mi,0,miɾ,Metathesis,dormir,sleep,Clements2012[37-41],
Kannur,dɾumi,duɾmiɾ,dɾu'mi,duɾˈmiɾ,mi,miɾ,2,2,2,2,Final,Final,dɾu,2,duɾ,2,Metathesis,dormir,sleep,Clements2012[37-41],
Kannur,piken,pɨkenu,pi'ken,pɨˈke'nu,pi,pɨ,2,3,1,1,Initial,Final,0,,0,ke,Apocope,pequeno,small,Clements2012[37-41],
Kannur,piken,pɨkenu,pi'ken,pɨˈke'nu,,ke,2,3,,2,#N/A,Initial,pi,ken,pɨ,nu,Apocope,pequeno,small,Clements2012[37-41],
Kannur,piken,pɨkenu,pi'ken,pɨˈke'nu,ken,nu,2,3,2,3,Final,Final,,2,ke,3,Apocope,pequeno,small,Clements2012[37-41],
Kannur,t̠ʃeɾə,ʃɐjɾaɾ,t̠ʃe'ɾə,ʃɐjˈɾaɾ,t̠ʃe,ʃɐj,2,2,1,1,Initial,Initial,0,ɾə,0,ɾaɾ,Apocope,cheirar,smell,Clements2012[37-41],
Kannur,t̠ʃeɾə,ʃɐjɾaɾ,t̠ʃe'ɾə,ʃɐjˈɾaɾ,ɾə,ɾaɾ,2,2,2,2,Final,Final,t̠ʃe,2,ʃɐj,2,Apocope,cheirar,smell,Clements2012[37-41],
Kannur,fumə,fumu,fu'mə,ˈfumu,fu,fu,2,2,1,1,Initial,Initial,0,mə,0,mu,,fumo,smoke,Clements2012[37-41],
Kannur,fumə,fumu,fu'mə,ˈfumu,mə,mu,2,2,2,2,Final,Medial,fu,2,fu,2,,fumo,smoke,Clements2012[37-41],
Kannur,kɔbɾə,kɔbɾɐ,kɔ'bɾə,ˈkɔbɾɐ,kɔ,kɔ,2,2,1,1,Initial,Final,0,bɾə,0,bɾɐ,,cobra,snake,Clements2012[37-41],
Kannur,kɔbɾə,kɔbɾɐ,kɔ'bɾə,ˈkɔbɾɐ,bɾə,bɾɐ,2,2,2,2,Final,Initial,kɔ,2,kɔ,2,,cobra,snake,Clements2012[37-41],
Kannur,ajs,nevɨ,ajs,ˈnevɨ,ajs,ne,1,2,,,#N/A,Final,0,,0,vɨ,,neve,snow,Clements2012[37-41],English or Dutch origin
Kannur,ajs,nevɨ,ajs,ˈnevɨ,,vɨ,1,2,,,#N/A,Initial,ajs,,ne,,,neve,snow,Clements2012[37-41],English or Dutch origin
Kannur,kuspi,kuʃpiɾ,kus'pi,kuʃˈpiɾ,kus,kuʃ,2,2,1,1,Initial,Final,0,pi,0,piɾ,Apocope,cuspir,spit,Clements2012[37-41],
Kannur,kuspi,kuʃpiɾ,kus'pi,kuʃˈpiɾ,pi,piɾ,2,2,2,2,Final,Initial,kus,2,kuʃ,2,Apocope,cuspir,spit,Clements2012[37-41],
Kannur,abɾi,ɐbɾiɾ,a'bɾi,ɐˈbɾiɾ,a,ɐ,2,2,1,1,Initial,Final,0,bɾi,0,bɾiɾ,Apocope,abrir,split,Clements2012[37-41],
Kannur,abɾi,ɐbɾiɾ,a'bɾi,ɐˈbɾiɾ,bɾi,bɾiɾ,2,2,2,2,Final,Initial,a,2,ɐ,2,Apocope,abrir,split,Clements2012[37-41],
Kannur,piɲɛ,ɐpɨɾtaɾ,pi'ɲɛ,ɐ'pɨɾˈtaɾ,pi,ɐ,2,3,1,1,Initial,Final,0,ɲɛ,0,pɨɾ,,apertar,squeeze,Clements2012[37-41],
Kannur,piɲɛ,ɐpɨɾtaɾ,pi'ɲɛ,ɐ'pɨɾˈtaɾ,ɲɛ,pɨɾ,2,3,2,2,Final,Initial,pi,,ɐ,taɾ,,apertar,squeeze,Clements2012[37-41],
Kannur,piɲɛ,ɐpɨɾtaɾ,pi'ɲɛ,ɐ'pɨɾˈtaɾ,,taɾ,2,3,,3,#N/A,Final,ɲɛ,,pɨɾ,3,,apertar,squeeze,Clements2012[37-41],
Kannur,t̠ʃut̠ʃɛ,pɨɾfuɾaɾ,t̠ʃu't̠ʃɛ,pɨɾ'fuˈɾaɾ,t̠ʃu,pɨɾ,2,3,1,1,Initial,Initial,0,t̠ʃɛ,0,fu,,,pierce,Clements2012[37-41],
Kannur,t̠ʃut̠ʃɛ,pɨɾfuɾaɾ,t̠ʃu't̠ʃɛ,pɨɾ'fuˈɾaɾ,t̠ʃɛ,fu,2,3,2,2,Final,Final,t̠ʃu,,pɨɾ,ɾaɾ,,,pierce,Clements2012[37-41],
Kannur,t̠ʃut̠ʃɛ,pɨɾfuɾaɾ,t̠ʃu't̠ʃɛ,pɨɾ'fuˈɾaɾ,,ɾaɾ,2,3,,3,#N/A,-,t̠ʃɛ,,fu,3,,,pierce,Clements2012[37-41],
Kannur,impɛ,ɐ̃j pɛ,im'pɛ,ɐ̃j ˈpɛ,im,ɐ̃j,2,2,1,1,Initial,Medial,0,pɛ,0,pɛ,,estar em pé,stand,Clements2012[37-41],
Kannur,impɛ,ɐ̃j pɛ,im'pɛ,ɐ̃j ˈpɛ,pɛ,pɛ,2,2,2,2,Final,-,im,2,ɐ̃j,2,,estar em pé,stand,Clements2012[37-41],
Kannur,igɾi,iɾgeɾ,ig'ɾi,iɾˈgeɾ,ig,iɾ,2,2,1,1,Initial,Final,0,ɾi,0,geɾ,Apocope,erguer,stand,Clements2012[37-41],
Kannur,igɾi,iɾgeɾ,ig'ɾi,iɾˈgeɾ,ɾi,geɾ,2,2,2,2,Final,Initial,ig,2,iɾ,2,Apocope,erguer,stand,Clements2012[37-41],
Kannur,ɪstɾɛlə,ʃtɾeɫɐ,ɪs'tɾɛ'lə,ʃˈtɾe'ɫɐ,ɪs,ʃ,3,3,1,1,Initial,Final,0,tɾɛ,0,tɾe,,estrela,star,Clements2012[37-41],
Kannur,ɪstɾɛlə,ʃtɾeɫɐ,ɪs'tɾɛ'lə,ʃˈtɾe'ɫɐ,tɾɛ,tɾe,3,3,2,2,Medial,Initial,ɪs,lə,ʃ,ɫɐ,,estrela,star,Clements2012[37-41],
Kannur,ɪstɾɛlə,ʃtɾeɫɐ,ɪs'tɾɛ'lə,ʃˈtɾe'ɫɐ,lə,ɫɐ,3,3,3,3,Final,Medial,tɾɛ,3,tɾe,3,,estrela,star,Clements2012[37-41],
Kannur,kanə,kɐnɐ,ka'nə,ˈkɐnɐ,ka,kɐ,2,2,1,1,Initial,Final,0,nə,0,nɐ,,cana,stick,Clements2012[37-41],
Kannur,kanə,kɐnɐ,ka'nə,ˈkɐnɐ,nə,nɐ,2,2,2,2,Final,Initial,ka,2,kɐ,2,,cana,stick,Clements2012[37-41],
Kannur,pædɾə,pedɾɐ,pæ'dɾə,ˈpedɾɐ,pæ,Pe,2,2,1,1,Initial,Final,0,dɾə,0,dɾɐ,,pedra,stone,Clements2012[37-41],
Kannur,pædɾə,pedɾɐ,pæ'dɾə,ˈpedɾɐ,dɾə,dɾɐ,2,2,2,2,Final,Initial,pæ,2,Pe,2,,pedra,stone,Clements2012[37-41],
Kannur,dɾɛtə,diɾɐjtu,dɾɛ'tə,diˈɾɐj'tu,dɾɛ,di,2,3,1,1,Initial,Final,0,,0,ɾɐj,Syncope,direito,straight,Clements2012[37-41],
Kannur,dɾɛtə,diɾɐjtu,dɾɛ'tə,diˈɾɐj'tu,,ɾɐj,2,3,,2,#N/A,Initial,dɾɛ,tə,di,tu,Syncope,direito,straight,Clements2012[37-41],
Kannur,dɾɛtə,diɾɐjtu,dɾɛ'tə,diˈɾɐj'tu,tə,tu,2,3,2,3,Final,Medial,,2,ɾɐj,3,Syncope,direito,straight,Clements2012[37-41],
Kannur,t̠ʃupɛ,ʃupaɾ,t̠ʃu'pɛ,ʃuˈpaɾ,t̠ʃu,ʃu,2,2,1,1,Initial,Final,0,pɛ,0,paɾ,Apocope,chupar,suck,Clements2012[37-41],
Kannur,t̠ʃupɛ,ʃupaɾ,t̠ʃu'pɛ,ʃuˈpaɾ,pɛ,paɾ,2,2,2,2,Final,Initial,t̠ʃu,2,ʃu,2,Apocope,chupar,suck,Clements2012[37-41],
Kannur,sɔl,sɔl,sɔl,sɔl,sɔl,ˈsɔl,1,1,1,1,Final,Final,0,1,0,1,,sol,sun,Clements2012[37-41],
Kannur,int̠ʃə,ĩʃaɾ,in't̠ʃə,ĩˈʃaɾ,in,ĩ,2,2,1,1,Initial,Final,0,t̠ʃə,0,ʃaɾ,Apocope,inchar,swell,Clements2012[37-41],
Kannur,int̠ʃə,ĩʃaɾ,in't̠ʃə,ĩˈʃaɾ,t̠ʃə,ʃaɾ,2,2,2,2,Final,Initial,in,2,ĩ,2,Apocope,inchar,swell,Clements2012[37-41],
Kannur,ɾabə,ʁabu,ɾa'bə,ˈʁabu,ɾa,ʁa,2,2,1,1,Initial,Medial,0,bə,0,bu,,rabo,tail,Clements2012[37-41],
Kannur,ɾabə,ʁabu,ɾa'bə,ˈʁabu,bə,bu,2,2,2,2,Final,Final,ɾa,2,ʁa,2,,rabo,tail,Clements2012[37-41],
Kannur,akəl,ɐkiɫu,a'kəl,ɐˈki'ɫu,a,ɐ,2,3,1,1,Initial,Initial,0,-,0,ki,Apocope,aquilo,that,Clements2012[37-41],
Kannur,akəl,ɐkiɫu,a'kəl,ɐˈki'ɫu,-,ki,2,3,,2,#N/A,Final,a,a'kəl,ɐ,ɫu,Apocope,aquilo,that,Clements2012[37-41],
Kannur,akəl,ɐkiɫu,a'kəl,ɐˈki'ɫu,a'kəl,ɫu,2,3,2,3,Final,Initial,-,2,ki,3,Apocope,aquilo,that,Clements2012[37-41],
Kannur,ali,ɐɫi,a'li,ɐˈɫi,a,ɐ,2,2,1,1,Initial,Final,0,li,0,ɫi,,ali,there,Clements2012[37-41],
Kannur,ali,ɐɫi,a'li,ɐˈɫi,li,ɫi,2,2,2,2,Final,Initial,a,2,ɐ,2,,ali,there,Clements2012[37-41],
Kannur,olot,eɫɨʃ,o'lot,ˈeɫɨʃ,o,e,2,2,1,1,Initial,Final,0,lot,0,ɫɨʃ,,eles,they,Clements2012[37-41],
Kannur,olot,eɫɨʃ,o'lot,ˈeɫɨʃ,lot,ɫɨʃ,2,2,2,2,Final,Initial,o,2,e,2,,eles,they,Clements2012[37-41],
Kannur,gɾosə,gɾosu,gɾo'sə,ˈgɾosu,gɾo,gɾo,2,2,1,1,Initial,Final,0,sə,0,su,,grosso,thick,Clements2012[37-41],
Kannur,gɾosə,gɾosu,gɾo'sə,ˈgɾosu,sə,su,2,2,2,2,Final,-,gɾo,2,gɾo,2,,grosso,thick,Clements2012[37-41],
Kannur,finə,finu,fi'nə,ˈfinu,fi,fi,2,2,1,1,Initial,Final,0,nə,0,nu,,fino,thin,Clements2012[37-41],
Kannur,finə,finu,fi'nə,ˈfinu,nə,nu,2,2,2,2,Final,Initial,fi,2,fi,2,,fino,thin,Clements2012[37-41],
Kannur,lembɾa,lẽbɾaɾ,lem'bɾa,lẽˈbɾaɾ,lem,lẽ,2,2,1,1,Initial,Medial,0,bɾa,0,bɾaɾ,Apocope,lembrar,think,Clements2012[37-41],
Kannur,lembɾa,lẽbɾaɾ,lem'bɾa,lẽˈbɾaɾ,bɾa,bɾaɾ,2,2,2,2,Final,Final,lem,2,lẽ,2,Apocope,lembrar,think,Clements2012[37-41],
Kannur,isti,eʃtɨ,is'ti,ˈeʃtɨ,is,eʃ,2,2,1,1,Initial,Final,0,ti,0,tɨ,,este,this,Clements2012[37-41],
Kannur,isti,eʃtɨ,is'ti,ˈeʃtɨ,ti,tɨ,2,2,2,2,Final,Initial,is,2,eʃ,2,,este,this,Clements2012[37-41],
Kannur,bosə,vɔʃ,bo'sə,ˈvɔʃ,bo,-,2,1,1,,Initial,Final,0,sə,0,ˈvɔʃ,Paragoge,vós,thou,Clements2012[37-41],
Kannur,bosə,vɔʃ,bo'sə,ˈvɔʃ,sə,ˈvɔʃ,2,1,2,2,Final,-,bo,2,-,2,Paragoge,vós,thou,Clements2012[37-41],
Kannur,tɾesə,tɾeʃ,tɾe'sə,ˈtɾeʃ,tɾe,,2,1,1,,Initial,Initial,0,sə,0,ˈtɾeʃ,Paragoge,três,three,Clements2012[37-41],
Kannur,tɾesə,tɾeʃ,tɾe'sə,ˈtɾeʃ,sə,ˈtɾeʃ,2,1,2,1,Final,Final,tɾe,2,,1,Paragoge,três,three,Clements2012[37-41],
Kannur,pint̠ʃə,pĩʃaɾ,pin't̠ʃə,pĩˈʃaɾ,pin,pĩ,2,2,1,1,Initial,Initial,0,t̠ʃə,0,ʃaɾ,Apocope,pinchar,throw,Clements2012[37-41],
Kannur,pint̠ʃə,pĩʃaɾ,pin't̠ʃə,pĩˈʃaɾ,t̠ʃə,ʃaɾ,2,2,2,2,Final,Final,pin,2,pĩ,2,Apocope,pinchar,throw,Clements2012[37-41],
Kannur,maɾɛ,ɐmaʁaɾ,ma'ɾɛ,ɐ'maˈʁaɾ,ma,ɐ,2,3,1,1,Initial,Initial,0,-,0,ma,Apheresis + Apocope,amarrar,tie,Clements2012[37-41],
Kannur,maɾɛ,ɐmaʁaɾ,ma'ɾɛ,ɐ'maˈʁaɾ,-,ma,2,3,,2,-,Initial,ma,ɾɛ,ɐ,ʁaɾ,Apheresis + Apocope,amarrar,tie,Clements2012[37-41],
Kannur,maɾɛ,ɐmaʁaɾ,ma'ɾɛ,ɐ'maˈʁaɾ,ɾɛ,ʁaɾ,2,3,2,3,Final,Final,-,2,ma,3,Apheresis + Apocope,amarrar,tie,Clements2012[37-41],
Kannur,lingə,lĩɡuɐ,lin'gə,ˈlĩɡuɐ,lin,lĩ,2,2,1,1,Initial,Initial,0,gə,0,ɡuɐ,Epenthesis,língua,tongue,Clements2012[37-41],
Kannur,lingə,lĩɡuɐ,lin'gə,ˈlĩɡuɐ,gə,ɡuɐ,2,2,2,2,Final,-,lin,2,lĩ,2,Epenthesis,língua,tongue,Clements2012[37-41],
Kannur,denti,dẽtɨ,den'ti,ˈdẽtɨ,den,dẽ,2,2,1,1,Initial,Final,0,ti,0,tɨ,,dente,tooth,Clements2012[37-41],
Kannur,denti,dẽtɨ,den'ti,ˈdẽtɨ,ti,tɨ,2,2,2,2,Final,Initial,den,2,dẽ,2,,dente,tooth,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ,al'ʋɾi,ˈaɾ'vuɾɨ,al,aɾ,2,3,1,1,Initial,Final,0,,0,vu,Epenthesis,árvore,tree,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ,al'ʋɾi,ˈaɾ'vuɾɨ,,vu,2,3,-,2,-,Initial,al,ʋɾi,aɾ,ɾɨ,Epenthesis,árvore,tree,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ,al'ʋɾi,ˈaɾ'vuɾɨ,ʋɾi,ɾɨ,2,3,2,3,Final,Final,,2,vu,3,Epenthesis,árvore,tree,Clements2012[37-41],
Kannur,ʋiɾə,viɾaɾ,ʋi'ɾə,viˈɾaɾ,ʋi,vi,2,2,1,1,Initial,Initial,0,ɾə,0,ɾaɾ,Apocope,virar,turn,Clements2012[37-41],
Kannur,ʋiɾə,viɾaɾ,ʋi'ɾə,viˈɾaɾ,ɾə,ɾaɾ,2,2,2,2,Final,Final,ʋi,2,vi,2,Apocope,virar,turn,Clements2012[37-41],
Kannur,dos,dojʃ,dos,ˈdojʃ,dos,ˈdojʃ,1,1,1,1,Final,Initial,0,1,0,1,Apocope,dois,two,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,gum,vu,2,3,1,1,Initial,Final,0,-,0,mi,Apocope,vomitar,throw up,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,-,mi,2,3,,2,-,Initial,gum,tə,vu,taɾ,Apocope,vomitar,throw up,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,tə,taɾ,2,3,2,3,Final,Final,-,2,mi,3,,vomitar,throw up,Clements2012[37-41],
Kannur,maɾt̠ʃæ,mɐɾʃaɾ,maɾ't̠ʃæ,mɐɾˈʃaɾ,maɾ,mɐɾ,2,2,1,1,Initial,Initial,0,t̠ʃæ,0,ʃaɾ,,marchar,walk,Clements2012[37-41],
Kannur,maɾt̠ʃæ,mɐɾʃaɾ,maɾ't̠ʃæ,mɐɾˈʃaɾ,t̠ʃæ,ʃaɾ,2,2,2,2,Final,Final,maɾ,2,mɐɾ,2,,marchar,walk,Clements2012[37-41],
Kannur,kenti,kẽtɨ,ken'ti,ˈkẽtɨ,ken,kẽ,2,2,1,1,Initial,Initial,0,ti,0,tɨ,,quente,warm,Clements2012[37-41],
Kannur,kenti,kẽtɨ,ken'ti,ˈkẽtɨ,ti,tɨ,2,2,2,2,Final,Medial,ken,2,kẽ,2,,quente,warm,Clements2012[37-41],
