Language,SourceWord,TargetWord,SourceWord,TargetWord,SourceWordSyllable,Target word Syllable,TemplateSylSource,TemplateSylTarget,SourceSyllable,TargetSyllable,PositionSource,PositionTarget,Process,TargetOrthography,Translation,Reference,Notes
Kannur,baʀə,ɐɾɐjɐ / baʁu ,ba'ʀə,ɐˈɾɐjɐ / ba'ʁu ,2,2,CVCV,VCVCV / CVCV ,ba,ba,1,1,,areia,sand,Clements2012[37-41],ba'ʁu was used for comparison
Kannur,baʀə,ɐɾɐjɐ / baʁu ,ba'ʀə,ɐˈɾɐjɐ / ba'ʁu ,2,2,CVCV,VCVCV / CVCV ,ʀə,ʁu ,2,2,,areia,sand,Clements2012[37-41],ba'ʁu was used for comparison
Kannur,fala,fɐlaɾ,fa'la,fɐˈlaɾ,2,2,CVCV,CVCVC,fa,fɐ,1,1,Apocope,falar,say,Clements2012[37-41],
Kannur,fala,fɐlaɾ,fa'la,fɐˈlaɾ,2,2,CVCV,CVCVC,la,laɾ,2,2,Apocope,falar,say,Clements2012[37-41],
Kannur,ɾaɲæ,aʁɐɲaɾ,ɾa'ɲæ,a'ʁɐˈɲaɾ,2,3,CVCV,VCVCVC,ɾa,a,1,1,Apheresis + Apocope,arranhar,scratch,Clements2012[37-41],
Kannur,ɾaɲæ,aʁɐɲaɾ,ɾa'ɲæ,a'ʁɐˈɲaɾ,2,3,CVCV,VCVCVC,,ʁɐ,,2,Apheresis + Apocope,arranhar,scratch,Clements2012[37-41],
Kannur,ɾaɲæ,aʁɐɲaɾ,ɾa'ɲæ,a'ʁɐˈɲaɾ,2,3,CVCV,VCVCVC,ɲæ,ɲaɾ,2,3,Apheresis + Apocope,arranhar,scratch,Clements2012[37-41],
Kannur,ɾaspɛ,ʁɐʃpaɾ,ɾas'pɛ,ʁɐʃˈpaɾ,2,2,CVCCV,CVCVC,ɾas,ʁɐʃ,1,1,Apocope,raspar,scratch,Clements2012[37-41],
Kannur,ɾaspɛ,ʁɐʃpaɾ,ɾas'pɛ,ʁɐʃˈpaɾ,2,2,CVCCV,CVCVC,pɛ,paɾ,2,2,Apocope,raspar,scratch,Clements2012[37-41],
Kannur,maɾə,maɾ,ma'ɾə,ˈmaɾ,2,1,CVCV,CVC,ma,,1,-,Paragoge,mar,sea,Clements2012[37-41],
Kannur,maɾə,maɾ,ma'ɾə,ˈmaɾ,2,1,CVCV,CVC,ɾə,ˈmaɾ,2,1,Paragoge,mar,sea,Clements2012[37-41],
Kannur,paɾsɛ,pɐɾɨseɾ,paɾ'sɛ,pɐ'ɾɨˈseɾ,2,3,CVCCV,CVCVCVC,paɾ,pɐ,1,1,Apocope,parecer,see,Clements2012[37-41],
Kannur,paɾsɛ,pɐɾɨseɾ,paɾ'sɛ,pɐ'ɾɨˈseɾ,2,3,CVCCV,CVCVCVC,,ɾɨ,,2,Apocope,parecer,see,Clements2012[37-41],
Kannur,paɾsɛ,pɐɾɨseɾ,paɾ'sɛ,pɐ'ɾɨˈseɾ,2,3,CVCCV,CVCVCVC,sɛ,seɾ,2,3,Apocope,parecer,see,Clements2012[37-41],
Kannur,fɾujtɛ,fɾutɐ,fɾuj'tɛ,ˈfɾutɐ,2,2,CCVCCV,CCVCV,fɾuj,fɾu,1,1,,fruita,seed,Clements2012[37-41],
Kannur,fɾujtɛ,fɾutɐ,fɾuj'tɛ,ˈfɾutɐ,2,2,CCVCCV,CCVCV,tɛ,tɐ,2,2,,fruita,seed,Clements2012[37-41],
Kannur,kuze,kuzeɾ,ku'ze,kuˈzeɾ,2,2,CVCV,CVCVC,ku,ku,1,1,Apocope,coser,sew,Clements2012[37-41],
Kannur,kuze,kuzeɾ,ku'ze,kuˈzeɾ,2,2,CVCV,CVCVC,ze,zeɾ,2,2,Apocope,coser,sew,Clements2012[37-41],
Kannur,agud,ɐgudu ,a'gud,ɐˈgudu ,2,2,VCVC,VCVCV ,a,ɐ,1,1,Apocope,agudo,sharp,Clements2012[37-41],
Kannur,agud,ɐgudu ,a'gud,ɐˈgudu ,2,2,VCVC,VCVCV ,,gu , ,2,Apocope,agudo,sharp,Clements2012[37-41],
Kannur,agud,ɐgudu ,a'gud,ɐˈgudu ,2,2,VCVC,VCVCV ,gud,du ,2,3,Apocope,agudo,sharp,Clements2012[37-41],
Kannur,kuɾtə,kuɾtu,kuɾ'tə,ˈkuɾtu,2,2,CVCCV,CVCCV,kuɾ,kuɾ,1,1,,curto,short,Clements2012[37-41],
Kannur,kuɾtə,kuɾtu,kuɾ'tə,ˈkuɾtu,2,2,CVCCV,CVCCV,tə,tu,2,2,,curto,short,Clements2012[37-41],
Kannur,kantɛ,kɐ̃taɾ,kan'tɛ,kɐ̃ˈtaɾ,2,2,CVCCV,CVCVC,kan,kɐ̃,1,1,Apocope,cantar,sing,Clements2012[37-41],
Kannur,kantɛ,kɐ̃taɾ,kan'tɛ,kɐ̃ˈtaɾ,2,2,CVCCV,CVCVC,tɛ,taɾ,2,2,Apocope,cantar,sing,Clements2012[37-41],
Kannur,santɛ,sẽtaɾ,san'tɛ,sẽˈtaɾ,2,2,CVCCV,CṼCVC,san,sẽ,1,1,Apocope,sentar,sit,Clements2012[37-41],
Kannur,santɛ,sẽtaɾ,san'tɛ,sẽˈtaɾ,2,2,CVCCV,CṼCVC,tɛ,taɾ,2,2,Apocope,sentar,sit,Clements2012[37-41],
Kannur,pæli,peɫɨ,pæ'li,ˈpeɫɨ,2,2,CVCV,CVCV,pæ,Pe,1,1,,pele,skin,Clements2012[37-41],
Kannur,pæli,peɫɨ,pæ'li,ˈpeɫɨ,2,2,CVCV,CVCV,li,ɫɨ,2,2,,pele,skin,Clements2012[37-41],
Kannur,heaven,sɛw ,he'aven,ˈsɛw ,2,1,CVVCVC,CVV ,he,sɛw ,1,1,,,sky,Clements2012[37-41],English origin
Kannur,heaven,sɛw ,he'aven,ˈsɛw ,2,1,CVVCVC,CVV ,aven,,2,,,,sky,Clements2012[37-41],English origin
Kannur,dɾumi,duɾmiɾ,dɾu'mi,duɾˈmiɾ,2,2,CCVCV,CVCCVC,dɾu,duɾ,1,1,Metathesis,dormir,sleep,Clements2012[37-41],
Kannur,dɾumi,duɾmiɾ,dɾu'mi,duɾˈmiɾ,2,2,CCVCV,CVCCVC,mi,miɾ,2,2,Metathesis,dormir,sleep,Clements2012[37-41],
Kannur,piken,pɨkenu,pi'ken,pɨˈke'nu,2,3,CVCVC,CVCVCV,pi,pɨ,1,1,Apocope,pequeno,small,Clements2012[37-41],
Kannur,piken,pɨkenu,pi'ken,pɨˈke'nu,2,3,CVCVC,CVCVCV,,ke,,2,Apocope,pequeno,small,Clements2012[37-41],
Kannur,piken,pɨkenu,pi'ken,pɨˈke'nu,2,3,CVCVC,CVCVCV,ken,nu,2,3,Apocope,pequeno,small,Clements2012[37-41],
Kannur,t̠ʃeɾə,ʃɐjɾaɾ,t̠ʃe'ɾə,ʃɐjˈɾaɾ,2,2,C̠VCV,VCCVC,t̠ʃe,ʃɐj,1,1,Apocope,cheirar,smell,Clements2012[37-41],
Kannur,t̠ʃeɾə,ʃɐjɾaɾ,t̠ʃe'ɾə,ʃɐjˈɾaɾ,2,2,C̠VCV,VCCVC,ɾə,ɾaɾ,2,2,Apocope,cheirar,smell,Clements2012[37-41],
Kannur,fumə,fumu,fu'mə,ˈfumu,2,2,CVCV,CVCV,fu,fu,1,1,,fumo,smoke,Clements2012[37-41],
Kannur,fumə,fumu,fu'mə,ˈfumu,2,2,CVCV,CVCV,mə,mu,2,2,,fumo,smoke,Clements2012[37-41],
Kannur,kɔbɾə,kɔbɾɐ,kɔ'bɾə,ˈkɔbɾɐ,2,2,CVCCV,CVCCV,kɔ,kɔ,1,1,,cobra,snake,Clements2012[37-41],
Kannur,kɔbɾə,kɔbɾɐ,kɔ'bɾə,ˈkɔbɾɐ,2,2,CVCCV,CVCCV,bɾə,bɾɐ,2,2,,cobra,snake,Clements2012[37-41],
Kannur,ajs,nevɨ,ajs,ˈnevɨ,1,2,VCC,CVCV,ajs,ne,,,,neve,snow,Clements2012[37-41],English or Dutch origin
Kannur,ajs,nevɨ,ajs,ˈnevɨ,1,2,VCC,CVCV,,vɨ,,,,neve,snow,Clements2012[37-41],English or Dutch origin
Kannur,kuspi,kuʃpiɾ,kus'pi,kuʃˈpiɾ,2,2,CVCCV,CVCVC,kus,kuʃ,1,1,Apocope,cuspir,spit,Clements2012[37-41],
Kannur,kuspi,kuʃpiɾ,kus'pi,kuʃˈpiɾ,2,2,CVCCV,CVCVC,pi,piɾ,2,2,Apocope,cuspir,spit,Clements2012[37-41],
Kannur,abɾi,ɐbɾiɾ ,a'bɾi,ɐˈbɾiɾ ,2,2,VCCV,VCCV,a,ɐ,1,1,Apocope,abrir,split,Clements2012[37-41],
Kannur,abɾi,ɐbɾiɾ ,a'bɾi,ɐˈbɾiɾ ,2,2,VCCV,VCCV,bɾi,bɾiɾ ,2,2,Apocope,abrir,split,Clements2012[37-41],
Kannur,piɲɛ,ɐpɨɾtaɾ,pi'ɲɛ,ɐ'pɨɾˈtaɾ,2,3,CVCV,VCVCCVC,pi,ɐ,1,1,,apertar,squeeze,Clements2012[37-41],
Kannur,piɲɛ,ɐpɨɾtaɾ,pi'ɲɛ,ɐ'pɨɾˈtaɾ,2,3,CVCV,VCVCCVC,ɲɛ,pɨɾ,2,2,,apertar,squeeze,Clements2012[37-41],
Kannur,piɲɛ,ɐpɨɾtaɾ,pi'ɲɛ,ɐ'pɨɾˈtaɾ,2,3,CVCV,VCVCCVC,,taɾ,,3,,apertar,squeeze,Clements2012[37-41],
Kannur,t̠ʃut̠ʃɛ,pɨɾfuɾaɾ,t̠ʃu't̠ʃɛ,pɨɾ'fuˈɾaɾ,2,3,C̠VC̠V,CVCCVCVC,t̠ʃu,pɨɾ,1,1,,,pierce,Clements2012[37-41],
Kannur,t̠ʃut̠ʃɛ,pɨɾfuɾaɾ,t̠ʃu't̠ʃɛ,pɨɾ'fuˈɾaɾ,2,3,C̠VC̠V,CVCCVCVC,t̠ʃɛ,fu,2,2,,,pierce,Clements2012[37-41],
Kannur,t̠ʃut̠ʃɛ,pɨɾfuɾaɾ,t̠ʃu't̠ʃɛ,pɨɾ'fuˈɾaɾ,2,3,C̠VC̠V,CVCCVCVC,,ɾaɾ,,3,,,pierce,Clements2012[37-41],
Kannur,impɛ,ɐ̃j pɛ,im'pɛ,ɐ̃j ˈpɛ,2,2,VCCV,VC CV,im,ɐ̃j,1,1,,estar em pé,stand,Clements2012[37-41],
Kannur,impɛ,ɐ̃j pɛ,im'pɛ,ɐ̃j ˈpɛ,2,2,VCCV,VC CV,pɛ,pɛ,2,2,,estar em pé,stand,Clements2012[37-41],
Kannur,igɾi,iɾgeɾ,ig'ɾi,iɾˈgeɾ,2,2,VCCV,VCCVC,ig,iɾ,1,1,Apocope,erguer,stand,Clements2012[37-41],
Kannur,igɾi,iɾgeɾ,ig'ɾi,iɾˈgeɾ,2,2,VCCV,VCCVC,ɾi,geɾ,2,2,Apocope,erguer,stand,Clements2012[37-41],
Kannur,ɪstɾɛlə,ʃtɾeɫɐ ,ɪs'tɾɛ'lə,ʃˈtɾe'ɫɐ ,3,3,VCCCVCV,CCVCV ,ɪs,ʃ,1,1,,estrela,star,Clements2012[37-41],
Kannur,ɪstɾɛlə,ʃtɾeɫɐ ,ɪs'tɾɛ'lə,ʃˈtɾe'ɫɐ ,3,3,VCCCVCV,CCVCV ,tɾɛ,tɾe,2,2,,estrela,star,Clements2012[37-41],
Kannur,ɪstɾɛlə,ʃtɾeɫɐ ,ɪs'tɾɛ'lə,ʃˈtɾe'ɫɐ ,3,3,VCCCVCV,CCVCV ,lə,ɫɐ,3,3,,estrela,star,Clements2012[37-41],
Kannur,kanə,kɐnɐ,ka'nə,ˈkɐnɐ,2,2,CVCV,CVCV,ka,kɐ,1,1,,cana,stick,Clements2012[37-41],
Kannur,kanə,kɐnɐ,ka'nə,ˈkɐnɐ,2,2,CVCV,CVCV,nə,nɐ,2,2,,cana,stick,Clements2012[37-41],
Kannur,pædɾə,pedɾɐ,pæ'dɾə,ˈpedɾɐ,2,2,CVCCV,CVCCV,pæ,Pe,1,1,,pedra,stone,Clements2012[37-41],
Kannur,pædɾə,pedɾɐ,pæ'dɾə,ˈpedɾɐ,2,2,CVCCV,CVCCV,dɾə,dɾɐ,2,2,,pedra,stone,Clements2012[37-41],
Kannur,dɾɛtə,diɾɐjtu ,dɾɛ'tə,diˈɾɐj'tu ,2,3,CCVCV,CVCVCCV ,dɾɛ,di,1,1,Syncope,direito,straight,Clements2012[37-41],
Kannur,dɾɛtə,diɾɐjtu ,dɾɛ'tə,diˈɾɐj'tu ,2,3,CCVCV,CVCVCCV ,,ɾɐj,,2,Syncope,direito,straight,Clements2012[37-41],
Kannur,dɾɛtə,diɾɐjtu ,dɾɛ'tə,diˈɾɐj'tu ,2,3,CCVCV,CVCVCCV ,tə,tu ,2,3,Syncope,direito,straight,Clements2012[37-41],
Kannur,t̠ʃupɛ,ʃupaɾ,t̠ʃu'pɛ,ʃuˈpaɾ,2,2,C̠VCV,VCVC,t̠ʃu,ʃu,1,1,Apocope,chupar,suck,Clements2012[37-41],
Kannur,t̠ʃupɛ,ʃupaɾ,t̠ʃu'pɛ,ʃuˈpaɾ,2,2,C̠VCV,VCVC,pɛ,paɾ,2,2,Apocope,chupar,suck,Clements2012[37-41],
Kannur,sɔl,sɔl,sɔl,sɔl,1,1,CVC,CVC,sɔl,ˈsɔl,1,1,,sol,sun,Clements2012[37-41],
Kannur,int̠ʃə,ĩʃaɾ,in't̠ʃə,ĩˈʃaɾ,2,2,VCC̠V,ṼVC,in,ĩ,1,1,Apocope,inchar,swell,Clements2012[37-41],
Kannur,int̠ʃə,ĩʃaɾ,in't̠ʃə,ĩˈʃaɾ,2,2,VCC̠V,ṼVC,t̠ʃə,ʃaɾ,2,2,Apocope,inchar,swell,Clements2012[37-41],
Kannur,ɾabə,ʁabu,ɾa'bə,ˈʁabu,2,2,CVCV,CVCV,ɾa,ʁa,1,1,,rabo,tail,Clements2012[37-41],
Kannur,ɾabə,ʁabu,ɾa'bə,ˈʁabu,2,2,CVCV,CVCV,bə,bu,2,2,,rabo,tail,Clements2012[37-41],
Kannur,akəl,ɐkiɫu,a'kəl, ɐˈki'ɫu,2,3,VCVC, VCVCV,a,ɐ,1,1,Apocope,aquilo,that,Clements2012[37-41],
Kannur,akəl,ɐkiɫu,a'kəl, ɐˈki'ɫu,2,3,VCVC, VCVCV,-,ki,,2,Apocope,aquilo,that,Clements2012[37-41],
Kannur,akəl,ɐkiɫu,a'kəl, ɐˈki'ɫu,2,3,VCVC, VCVCV,a'kəl,ɫu,2,3,Apocope,aquilo,that,Clements2012[37-41],
Kannur,ali,ɐɫi,a'li,ɐˈɫi,2,2,VCV,VCV,a,ɐ,1,1,,ali,there,Clements2012[37-41],
Kannur,ali,ɐɫi,a'li,ɐˈɫi,2,2,VCV,VCV,li,ɫi,2,2,,ali,there,Clements2012[37-41],
Kannur,olot,eɫɨʃ,o'lot,ˈeɫɨʃ,2,2,VCVC,VCV,o,e,1,1,,eles,they,Clements2012[37-41],
Kannur,olot,eɫɨʃ,o'lot,ˈeɫɨʃ,2,2,VCVC,VCV,lot,ɫɨʃ,2,2,,eles,they,Clements2012[37-41],
Kannur,gɾosə,gɾosu,gɾo'sə,ˈgɾosu,2,2,CCVCV,CCVCV,gɾo,gɾo,1,1,,grosso,thick,Clements2012[37-41],
Kannur,gɾosə,gɾosu,gɾo'sə,ˈgɾosu,2,2,CCVCV,CCVCV,sə,su,2,2,,grosso,thick,Clements2012[37-41],
Kannur,finə,finu,fi'nə,ˈfinu,2,2,CVCV,CVCV,fi,fi,1,1,,fino,thin,Clements2012[37-41],
Kannur,finə,finu,fi'nə,ˈfinu,2,2,CVCV,CVCV,nə,nu,2,2,,fino,thin,Clements2012[37-41],
Kannur,lembɾa,lẽbɾaɾ,lem'bɾa,lẽˈbɾaɾ,2,2,CVCCCV,CṼCCVC,lem,lẽ,1,1,Apocope,lembrar,think,Clements2012[37-41],
Kannur,lembɾa,lẽbɾaɾ,lem'bɾa,lẽˈbɾaɾ,2,2,CVCCCV,CṼCCVC,bɾa,bɾaɾ,2,2,Apocope,lembrar,think,Clements2012[37-41],
Kannur,isti,eʃtɨ,is'ti,ˈeʃtɨ,2,2,VCCV,VCV,is,eʃ,1,1,,este,this,Clements2012[37-41],
Kannur,isti,eʃtɨ,is'ti,ˈeʃtɨ,2,2,VCCV,VCV,ti,tɨ,2,2,,este,this,Clements2012[37-41],
Kannur,bosə,vɔʃ,bo'sə,ˈvɔʃ,2,1,CVCV,CV,bo,,1,,Paragoge,vós,thou,Clements2012[37-41],
Kannur,bosə,vɔʃ,bo'sə,ˈvɔʃ,2,1,CVCV,CV,sə,ˈvɔʃ,2,2,Paragoge,vós,thou,Clements2012[37-41],
Kannur,tɾesə,tɾeʃ,tɾe'sə,ˈtɾeʃ,2,1,CCVCV,CCV,tɾe,,1,,Paragoge,três,three,Clements2012[37-41],
Kannur,tɾesə,tɾeʃ,tɾe'sə,ˈtɾeʃ,2,1,CCVCV,CCV,sə,ˈtɾeʃ,2,1,Paragoge,três,three,Clements2012[37-41],
Kannur,pint̠ʃə,pĩʃaɾ,pin't̠ʃə,pĩˈʃaɾ,2,2,CVCC̠V,CṼVC,pin,pĩ,1,1,Apocope,pinchar,throw,Clements2012[37-41],
Kannur,pint̠ʃə,pĩʃaɾ,pin't̠ʃə,pĩˈʃaɾ,2,2,CVCC̠V,CṼVC,t̠ʃə,ʃaɾ,2,2,Apocope,pinchar,throw,Clements2012[37-41],
Kannur,nɔmi, ɐmaʁaɾ ,ma'ɾɛ, ɐ'maˈʁaɾ ,2,3,CVCV, VCVCV,ma,ɐ,1,1,Apheresis + Apocope,amarrar,tie,Clements2012[37-41],
Kannur,nɔmi, ɐmaʁaɾ ,ma'ɾɛ, ɐ'maˈʁaɾ ,2,3,CVCV, VCVCV,,ma,,2,Apheresis + Apocope,amarrar,tie,Clements2012[37-41],
Kannur,nɔmi, ɐmaʁaɾ ,ma'ɾɛ, ɐ'maˈʁaɾ ,2,3,CVCV, VCVCV,ɾɛ,ʁaɾ ,2,3,Apheresis + Apocope,amarrar,tie,Clements2012[37-41],
Kannur,lingə,lĩɡuɐ,lin'gə,ˈlĩɡuɐ,2,2,CVCCV,CVCVV,lin,lĩ,1,1,Epenthesis,língua,tongue,Clements2012[37-41],
Kannur,lingə,lĩɡuɐ,lin'gə,ˈlĩɡuɐ,2,2,CVCCV,CVCVV,gə,ɡuɐ,2,2,Epenthesis,língua,tongue,Clements2012[37-41],
Kannur,denti,dẽtɨ,den'ti,ˈdẽtɨ,2,2,CVCCV,CṼCV,den,dẽ,1,1,,dente,tooth,Clements2012[37-41],
Kannur,denti,dẽtɨ,den'ti,ˈdẽtɨ,2,2,CVCCV,CṼCV,ti,tɨ,2,2,,dente,tooth,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ ,al'ʋɾi,ˈaɾ'vuɾɨ ,2,3,VCCCV,VCCVCV ,al,aɾ,1,1,Epenthesis,árvore,tree,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ ,al'ʋɾi,ˈaɾ'vuɾɨ ,2,3,VCCCV,VCCVCV ,,vu,,2,Epenthesis,árvore,tree,Clements2012[37-41],
Kannur,alʋɾi,aɾvuɾɨ ,al'ʋɾi,ˈaɾ'vuɾɨ ,2,3,VCCCV,VCCVCV ,ʋɾi,ɾɨ ,2,3,Epenthesis,árvore,tree,Clements2012[37-41],
Kannur,ʋiɾə,viɾaɾ,ʋi'ɾə,viˈɾaɾ,2,2,CVCV,CVCVC,ʋi,vi,1,1,Apocope,virar,turn,Clements2012[37-41],
Kannur,ʋiɾə,viɾaɾ,ʋi'ɾə,viˈɾaɾ,2,2,CVCV,CVCVC,ɾə,ɾaɾ,2,2,Apocope,virar,turn,Clements2012[37-41],
Kannur,dos,dojʃ,dos,ˈdojʃ,1,1,CVC,CVC,dos,ˈdojʃ,1,1,Apocope,dois,two,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,2,3,CVCCV,CVCVCVC,gum,vu,1,1,Apocope,vomitar,throw up,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,2,3,CVCCV,CVCVCVC,,mi,,2,Apocope,vomitar,throw up,Clements2012[37-41],
Kannur,gumtə,vumitaɾ,gum'tə,vu'miˈtaɾ,2,3,CVCCV,CVCVCVC,tə,taɾ,2,3,,vomitar,throw up,Clements2012[37-41],
Kannur,maɾt̠ʃæ,mɐɾʃaɾ,maɾ't̠ʃæ,mɐɾˈʃaɾ,2,2,CVCC̠V,CVCVC,maɾ,mɐɾ,1,1,,marchar,walk,Clements2012[37-41],
Kannur,maɾt̠ʃæ,mɐɾʃaɾ,maɾ't̠ʃæ,mɐɾˈʃaɾ,2,2,CVCC̠V,CVCVC,t̠ʃæ,ʃaɾ,2,2,,marchar,walk,Clements2012[37-41],
Kannur,kenti,kẽtɨ,ken'ti,ˈkẽtɨ,2,2,CVCCV,CṼCV,ken,kẽ,1,1,,quente,warm,Clements2012[37-41],
Kannur,kenti,kẽtɨ,ken'ti,ˈkẽtɨ,2,2,CVCCV,CṼCV,ti,tɨ,2,2,,quente,warm,Clements2012[37-41],
Kannur,ləʋə,lɐvaɾ,lə'ʋə,lɐˈvaɾ,2,2,CVCV,CVCVC,lə,lɐ,1,1,Apocope,lavar,wash,Clements2012[37-41],
Kannur,ləʋə,lɐvaɾ,lə'ʋə,lɐˈvaɾ,2,2,CVCV,CVCVC,ʋə,vaɾ,2,2,Apocope,lavar,wash,Clements2012[37-41],
Kannur,agə,aguɐ,a'gə,a'guɐ,2,2,VCV,VCVV,a,a,1,1,Epenthesis,água,water,Clements2012[37-41],
Kannur,agə,aguɐ,a'gə,a'guɐ,2,2,VCV,VCVV,gə,guɐ,2,2,,água,water,Clements2012[37-41],
Kannur,nɔzə,nɔʒ ,nɔ'zə,ˈnɔʒ ,2,1,CVCV,CVC ,nɔ,,1,-,Paragoge,nós,we,Clements2012[37-41],
Kannur,nɔzə,nɔʒ ,nɔ'zə,ˈnɔʒ ,2,1,CVCV,CVC ,zə,ˈnɔʒ ,2,1,Paragoge,nós,we,Clements2012[37-41],
Kannur,muʎad, muʎadu ,mu'ʎad, muˈʎa'du ,2,3,CVCVC, CVCVCV ,mu,mu,1,1,,molhado,wet,Clements2012[37-41],
Kannur,muʎad, muʎadu ,mu'ʎad, muˈʎa'du ,2,3,CVCVC, CVCVCV ,,ʎa,,2,,molhado,wet,Clements2012[37-41],
Kannur,muʎad, muʎadu ,mu'ʎad, muˈʎa'du ,2,3,CVCVC, CVCVCV ,ʎad,du ,2,3,,molhado,wet,Clements2012[37-41],
Kannur,ki,kɨ,ki,kɨ',1,1,CV,CV,ki,kɨ,1,1,,que,what,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,3,2,CVVCV,CVVCV,ki,kwɐ̃,1,1,,quando,when,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,3,2,CVVCV,CVVCV,ɔ,du,2,2,,quando,when,Clements2012[37-41],
Kannur,kiɔɾə,kwɐ̃du,ki'ɔ'ɾə,ˈkwɐ̃du,3,2,CVVCV,CVVCV,ɾə,,3,-,,quando,when,Clements2012[37-41],
Kannur,ɔndi,õdɨ ,ɔn'di,ˈõdɨ ,2,2,VCCV,ṼCV ,ɔn,õ ,1,1,,onde,where,Clements2012[37-41],
Kannur,ɔndi,õdɨ ,ɔn'di,ˈõdɨ ,2,2,VCCV,ṼCV ,di,dɨ ,2,2,,onde,where,Clements2012[37-41],
Kannur,bɾankə,bɾɐ̃ku ,bɾan'kə,ˈbɾɐ̃ku ,2,2,CCVCCV,CCVCV ,bɾan,bɾɐ̃,1,1,,branco,white,Clements2012[37-41],
Kannur,bɾankə,bɾɐ̃ku ,bɾan'kə,ˈbɾɐ̃ku ,2,2,CCVCCV,CCVCV ,kə,ku ,2,2,,branco,white,Clements2012[37-41],
Kannur,kɛ̃,kɐ̃j ,kɛ̃,kɐ̃j' ,1,2,CṼ,CVC ,kɛ̃,kɐ̃j' ,1,1,,quem,who,Clements2012[37-41],
Kannur,laɾg,laɾɡu,laɾg,ˈlaɾɡu,1,2,CVCC,CVCCV,,laɾ,,1,Apocope,largo,wide,Clements2012[37-41],
Kannur,laɾg,laɾɡu,laɾg,ˈlaɾɡu,1,2,CVCC,CVCCV,laɾg,ɡu,1,2,Apocope,largo,wide,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,3,2,CVCVCV,CVCVC,mu,mu,1,1,,mulher,wife,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,3,2,CVCVCV,CVCVC,ʎɛ,,2,-,,mulher,wife,Clements2012[37-41],
Kannur,muʎɛɾə,muʎeɾ,mu'ʎɛ'ɾə,muˈʎeɾ,3,2,CVCVCV,CVCVC,ɾə,ʎeɾ,3,2,,mulher,wife,Clements2012[37-41],
Kannur,ʋæntə,vẽtu,ʋæn'tə,ˈvẽtu,2,2,CVCCV,CẽCV,ʋæn,vẽ,1,1,,vento,wind,Clements2012[37-41],
Kannur,ʋæntə,vẽtu,ʋæn'tə,ˈvẽtu,2,2,CVCCV,CẽCV,tə,tu,2,2,,vento,wind,Clements2012[37-41],
Kannur,azə,azɐ ,a'zə,ˈazɐ ,2,2,VCV,VCV ,a,a,1,1,,asa,wing,Clements2012[37-41],
Kannur,azə,azɐ ,a'zə,ˈazɐ ,2,2,VCV,VCV ,zə,zɐ ,2,2,,asa,wing,Clements2012[37-41],
Kannur,limpə,lĩpaɾ,lim'pə,lĩˈpaɾ,2,2,CVCCV,CVCVC,lim,lĩ,1,1,,limpar,wipe,Clements2012[37-41],
Kannur,limpə,lĩpaɾ,lim'pə,lĩˈpaɾ,2,2,CVCCV,CVCVC,pə,paɾ,2,2,,limpar,wipe,Clements2012[37-41],
Kannur,d̠ʒuntə, ʒũtɐ,d̠ʒu'ntə, ˈʒũtɐ,2,2,C̠CVCCV, CṼCV,d̠ʒu,ʒũ,1,1,,,,Clements2012[37-41],
Kannur,d̠ʒuntə, ʒũtɐ,d̠ʒu'ntə, ˈʒũtɐ,2,2,C̠CVCCV, CṼCV,ntə,tɐ,2,2,,,,Clements2012[37-41],
Kannur,muʎɛɾ, muʎeɾ,mu'ʎɛɾ, muˈʎeɾ,2,2,CVCVC, CVCVC,mu,mu,1,1,,mulher,woman,Clements2012[37-41],
Kannur,muʎɛɾ, muʎeɾ,mu'ʎɛɾ, muˈʎeɾ,2,2,CVCVC, CVCVC,ʎɛɾ,ʎeɾ,2,2,,mulher,woman,Clements2012[37-41],
Kannur,matə,matu,ma'tə,ˈmatu,2,2,CVCV,CVCV,ma,ma,1,1,,mato,woods,Clements2012[37-41],
Kannur,matə,matu,ma'tə,ˈmatu,2,2,CVCV,CVCV,tə,tu,2,2,,mato,woods,Clements2012[37-41],
Kannur,lumbɾigə, ɫõbɾigɐ ,lum'bɾi'gə, ɫõˈbɾi'gɐ ,3,3,CVCCCVCV, CṼCCVCV ,lum,ɫõ ,1,1,,,,Clements2012[37-41],
Kannur,lumbɾigə, ɫõbɾigɐ ,lum'bɾi'gə, ɫõˈbɾi'gɐ ,3,3,CVCCCVCV, CṼCCVCV ,bɾi,bɾi,2,2,,,,Clements2012[37-41],
